EntryID,LemmaID,Code,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0
stopwatch,stopwatch,F_01_067,t,,1.0,,,Open,,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,0
edit_1,edit,F_01_068,i,Bent,0.0,,,Closed,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,bent_1,1
signature,signature,F_01_069,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Curved,0,Hand,Palm,,1,B,1
wash_dishes,wash_dishes,F_01_070,t,,,,,Open,,AsymmetricalDifferentHandshape,Circular,1,Hand,Palm,Palm,1,B,0
donut,donut,F_01_071,im,Crossed,0.0,0.0,0.0,Closed,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,1,r,0
audience,audience,F_01_072,imrp,FullyOpen,1.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,0,5,0
breakfast_1,breakfast,F_01_073,imrp,Curved,0.0,0.0,0.0,Open,1.0,OneHanded,Straight,0,Head,Mouth,,1,,0
lousy,lousy,F_01_074,im,FullyOpen,0.0,1.0,0.0,Open,0.0,OneHanded,Curved,0,Head,CheekNose,HeadAway,1,,0
upset_1,upset_1,F_01_075,imrp,FullyOpen,0.0,0.0,1.0,Closed,0.0,OneHanded,Curved,0,Body,TorsoBottom,TorsoBottom,1,,1
lunch_1,lunch,F_01_076,i,FullyOpen,0.0,,,Open,0.0,OneHanded,Straight,1,Head,Chin,,0,,0
braille,braille,F_01_078,imr,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,FingerFront,1,B,0
quit,quit,F_01_079,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Curved,0,Hand,Palm,HandAway,1,C,0
wallet,wallet,F_01_081,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,1,open_b,0
pay,pay,F_01_082,i,FullyOpen,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Curved,0,Hand,Palm,HandAway,1,B,1
fencing,fencing,F_01_083,i,Bent,0.0,,,Open,1.0,OneHanded,Z-shaped,1,Neutral,Neutral,Neutral,0,,1
mad,mad,F_01_084,imrp,FullyOpen,1.0,1.0,0.0,Open,0.0,OneHanded,Curved,0,Head,HeadAway,HeadAway,0,,0
heavy,heavy,F_01_085,imrp,Curved,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,curved_5,0
state,state,F_01_086,imrp,FullyClosed,0.0,,0.0,Closed,1.0,AsymmetricalDifferentHandshape,Curved,0,Hand,FingerFront,Heel,0,B,0
sideburns,sideburns,F_01_087,i,Flat,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,0,Head,CheekNose,CheekNose,1,g,0
penguin,penguin,F_01_088,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Body,Hips,,0,open_b,0
bolt,bolt,F_01_089,im,Flat,0.0,0.0,0.0,Closed,0.0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,1
skin,skin,F_01_091,i,Bent,0.0,,,Open,0.0,OneHanded,,0,Head,CheekNose,,1,,0
option,option,F_01_092,i,Flat,1.0,,,Open,1.0,AsymmetricalDifferentHandshape,Z-shaped,1,Hand,FingerTip,FingerTip,0,DominanceConditionViolation,0
guillotine_2,guillotine_2,F_01_093,imrp,Flat,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,0,Body,BodyAway,BodyAway,0,,1
dessert,dessert,F_01_094,m,Curved,0.0,,,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,,1,1,0
inspiring,inspiring,F_01_095,imrp,Curved,1.0,0.0,1.0,Open,1.0,OneHanded,Straight,0,Body,TorsoMid,TorsoTop,1,,0
glue_2,glue_2,F_01_096,m,Flat,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,,0,8,0
damn,damn,F_01_098,m,Curved,0.0,,,Open,1.0,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,,0
party_1,party,F_02_001,im,Stacked,0.0,,0.0,Open,1.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,p,0
than,than,F_02_002,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalSameHandshape,Curved,0,Hand,FingerBack,HandAway,1,closed_b,1
delinquent,delinquent,F_02_003,i,FullyOpen,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Curved,0,Hand,FingerTip,HandAway,1,DominanceConditionViolation,0
must,must,F_02_004,i,Bent,0.0,,,Closed,0.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,0
hit_1,hit_1,F_02_005,imrp,FullyClosed,0.0,,0.0,Closed,1.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,0
pear,pear,F_02_006,imrp,Curved,1.0,1.0,1.0,Open,1.0,AsymmetricalDifferentHandshape,Straight,1,Hand,FingerBack,HandAway,1,O,0
marry,marry,F_02_007,imrp,Bent,1.0,1.0,1.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,1,spread_open_e,0
high_heels,high_heels,F_02_008,i,Curved,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Heel,,1,B,0
cream,cream,F_02_010,imrp,Curved,1.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Curved,0,Hand,FingerFront,Palm,1,B,0
hurdle_1,hurdle/trip,F_02_012,im,Stacked,1.0,,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerRadial,HandAway,1,1,0
interested,interested,F_02_014,i,Bent,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,0,Head,CheekNose,HeadAway,1,baby_o,0
eclipse,eclipse,F_02_015,i,Curved,0.0,,,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,curved_l,0
snap,snap,F_02_017,m,Curved,1.0,,,Open,1.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,1
fold,fold,F_02_019,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,open_b,1
band_aid_1,band_aid,F_02_020,im,Flat,0.0,0.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,PalmBack,HandAway,1,C,0
look_forward,look_forward,F_02_022,im,FullyOpen,0.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,Curved,1,Head,Eye,HeadAway,1,v,0
experienced,experienced,F_02_023,imrp,Flat,1.0,1.0,1.0,Open,1.0,OneHanded,Straight,1,Head,CheekNose,CheekNose,1,,0
fraction,fraction,F_02_024,i,Curved,0.0,,,Open,1.0,AsymmetricalDifferentHandshape,Curved,0,Hand,HandAway,HandAway,0,1,0
buttons,buttons,F_02_025,i,Curved,0.0,,,Open,1.0,OneHanded,Straight,0,Body,TorsoTop,TorsoMid,1,,0
risk,risk,F_02_026,m,Curved,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,1,0
bet,bet,F_02_027,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,0,closed_b,1
spit_out,spit_out,F_02_030,i,Bent,1.0,,,Open,1.0,OneHanded,Straight,0,Head,Mouth,HeadAway,1,,0
unicorn,unicorn,F_02_031,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,Straight,1,Head,HeadTop,,0,,0
impress,impress,F_02_032,t,,,,,Open,,AsymmetricalDifferentHandshape,Curved,0,Hand,Palm,,1,B,1
isolated,isolated,F_02_033,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,Circular,1,Neutral,Neutral,Neutral,0,,0
normal,normal,F_02_036,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Circular,0,Hand,HandAway,PalmBack,1,B,1
beg,beg,F_02_037,imrp,Flat,1.0,1.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,,1,Hand,FingerBack,,1,1,0
leak,leak,F_02_038,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,AsymmetricalSameHandshape,Straight,1,Hand,FingerUlnar,HandAway,1,4,0
orange_throat,orange_throat,F_02_039,imrp,Flat,1.0,1.0,1.0,Open,1.0,OneHanded,Straight,0,Body,Neck,BodyAway,0,,0
tomorrow,tomorrow,F_02_040,t,,,,,Open,,OneHanded,Curved,0,Head,CheekNose,HeadAway,0,,0
member,member,F_02_046,imrp,Flat,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,0,Body,Clavicle,Clavicle,1,,0
accordion,accordion,F_02_048,imrp,FullyClosed,0.0,,,Closed,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,s,0
peas_2,peas_2,F_02_052,i,Bent,1.0,,,Open,1.0,AsymmetricalDifferentHandshape,Straight,1,Hand,FingerRadial,FingerTip,1,1,0
microscope_2,microscope,F_02_053,i,Curved,0.0,,,Open,1.0,DominanceViolation,,1,Head,HeadAway,,0,DominanceConditionViolation,0
big,big,F_02_054,i,Bent,0.0,,,Open,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,0,bent_l,1
bomb,bomb,F_02_055,imrp,FullyOpen,1.0,0.0,0.0,Closed,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,closed_b,0
cheap,cheap,F_02_056,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalSameHandshape,Curved,0,Hand,Palm,HandAway,1,closed_b,1
frown_1,frown_1,F_02_057,imrp,Curved,1.0,1.0,0.0,Open,0.0,OneHanded,Straight,0,Head,HeadAway,HeadAway,0,,0
his,his,F_02_058,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,,0
each,each,F_02_059,t,,,,,Open,,AsymmetricalSameHandshape,Z-shaped,0,Hand,Heel,HandAway,1,a,0
plate,plate,F_02_060,i,Curved,0.0,,,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,curved_l,0
hurricane,hurricane,F_02_061,im,FullyOpen,1.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,open_h,0
pour,pour,F_02_063,p,Curved,0.0,,,Open,0.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,0
honey_1,honey_1,F_02_064,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,OneHanded,Circular,1,Head,Chin,Chin,1,,0
vagina,vagina,F_02_065,i,FullyOpen,0.0,,,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,l,0
beaver,beaver,F_02_067,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,1,Arm,ForearmBack,ArmAway,1,,0
slingshot,slingshot,F_02_069,mr,Curved,1.0,0.0,0.0,Open,1.0,DominanceViolation,Straight,0,Hand,HandAway,HandAway,1,DominanceConditionViolation,0
chin_2,chin_2,F_02_070,i,Flat,0.0,,,Closed,0.0,OneHanded,,0,Head,Chin,,1,,0
away,away,F_02_071,imrp,Flat,1.0,0.0,0.0,Open,0.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,1
tan,tan,F_02_072,i,Bent,0.0,,,Open,1.0,OneHanded,Straight,0,Head,CheekNose,Chin,1,,0
harp,harp,F_02_073,imrp,FullyOpen,1.0,1.0,1.0,Open,0.0,OneHanded,Straight,1,Arm,ArmAway,ArmAway,0,,0
psychology,psychology,F_02_074,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,FingerRadial,,1,B,0
race,race,F_02_075,t,,,,,Open,,SymmetricalOrAlternating,,1,Neutral,Neutral,Neutral,0,a,1
grade,grade,F_02_076,i,Flat,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,,1,B,0
hate,hate,F_02_078,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Head,Chin,HeadAway,1,5,0
yawn_1,yawn_1,F_02_079,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,1,Head,Mouth,,1,,0
hold,hold,F_02_080,imrp,Curved,1.0,1.0,1.0,Open,1.0,SymmetricalOrAlternating,,0,Neutral,Neutral,Neutral,1,curved_5,0
neck,neck,F_02_081,i,Flat,0.0,,,Open,0.0,OneHanded,Straight,1,Body,Neck,Neck,1,,0
road,road,F_02_083,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,closed_b,0
how_2,how_2,F_02_086,imrp,Curved,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Curved,0,Hand,FingerBack,,1,c,1
third_1,third,F_02_088,im,FullyOpen,0.0,1.0,0.0,Open,0.0,OneHanded,,0,Neutral,Neutral,,0,,1
sticky,sticky,F_02_089,m,Flat,1.0,,,Open,1.0,SymmetricalOrAlternating,,1,Neutral,Neutral,,0,8,0
lick_2,lick_2,F_02_090,im,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,0,Head,Palm,HeadAway,1,,0
hot,hot,F_02_093,imrp,Flat,0.0,1.0,0.0,Open,0.0,OneHanded,Curved,0,Head,HeadAway,HeadAway,0,,1
sailboat,sailboat,F_02_094,imrp,Flat,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerTip,,1,1,0
microphone,microphone,F_02_096,imrp,FullyClosed,0.0,,0.0,Closed,1.0,OneHanded,,0,Head,HeadAway,,0,,0
distracted,distracted,F_02_098,im,FullyOpen,0.0,1.0,0.0,Closed,0.0,OneHanded,Circular,1,Neutral,Neutral,Neutral,0,,1
chop,chop,F_02_099,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Other,1,Hand,Palm,Palm,1,open_b,0
bald,bald,F_02_100,m,Curved,0.0,,,Open,0.0,OneHanded,Circular,0,Head,HeadAway,HeadAway,0,,0
firetruck,firetruck,F_02_101,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,OneHanded,Straight,0,Head,Forehead,,1,,0
drip,drip,F_02_102,i,Bent,1.0,,,Open,1.0,OneHanded,,0,Neutral,Neutral,Neutral,0,,0
rainbow,rainbow,F_03_001,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,0
practice,practice,F_03_002,t,,,,,Open,,AsymmetricalDifferentHandshape,BackAndForth,0,Hand,FingerRadial,HandAway,1,1,0
octopus,octopus,F_03_007,imrp,Stacked,1.0,,1.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,FingerTip,,1,O,0
next_to,next_to,F_03_008,imrp,Flat,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Curved,0,Hand,FingerBack,HandAway,1,flat_b,0
burp,burp,F_03_009,imrp,Flat,1.0,0.0,1.0,Open,1.0,OneHanded,,0,Body,TorsoTop,,1,,0
autism_1,autism,F_03_011,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Head,CheekNose,HeadAway,1,open_b,0
clause,clause,F_03_013,im,FullyOpen,1.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,,0,Neutral,Neutral,,0,v,1
thunder,thunder,F_03_015,i,FullyOpen,0.0,,,Closed,0.0,AsymmetricalSameHandshape,Z-shaped,0,Hand,FingerTip,HandAway,1,1,0
chase,chase,F_03_017,t,,,,,Open,,AsymmetricalSameHandshape,Other,1,Hand,HandAway,HandAway,0,a,1
kiss_on_cheek,kiss_on_cheek,F_03_018,imrp,Curved,0.0,0.0,0.0,Open,1.0,OneHanded,Straight,0,Head,CheekNose,,1,,0
santa  ,santa  ,F_03_019,imrp,Curved,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Head,CheekNose,HeadAway,1,curved_5,0
bandage,bandage,F_03_020,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalSameHandshape,Circular,1,Hand,HandAway,FingerBack,1,closed_b,0
meat_2,meat_2,F_03_021,m,Flat,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,,1,Hand,PalmBack,,1,B,0
water_ski,water_ski,F_03_022,p,Curved,0.0,,,Open,1.0,OneHanded,Straight,0,Head,Chin,,1,,0
ride_1,ride_1,F_03_023,im,Curved,0.0,1.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerUlnar,,1,C,0
hypocrite,hypocrite,F_03_024,imr,FullyOpen,1.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,,0,Neutral,Neutral,,1,y,0
will,will,F_03_025,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,0,Head,CheekNose,HeadAway,0,,0
smell_money,smell_money,F_03_026,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,0,Head,HeadAway,HeadAway,0,,0
bright,bright,F_03_028,imrp,Curved,1.0,0.0,1.0,Open,1.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,1,o,0
red_faced,red_faced,F_03_030,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,Straight,0,Head,Chin,HeadAway,1,,0
soccer_2,soccer_2,F_03_032,mr,Curved,1.0,0.0,0.0,Open,1.0,AsymmetricalDifferentHandshape,Curved,0,Hand,Palm,HandAway,1,B,0
fiance,fiance,F_03_034,i,Curved,0.0,,,Open,1.0,AsymmetricalDifferentHandshape,Circular,0,Hand,HandAway,FingerBack,1,5,1
dictionary,dictionary,F_03_035,m,Curved,0.0,,,Open,1.0,AsymmetricalDifferentHandshape,Curved,1,Hand,Palm,HandAway,1,B,0
pay_off_bills,pay_off_bills,F_03_036,m,Flat,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,HandAway,1,B,0
deaf_1,deaf,F_03_038,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,Curved,0,Head,Other,Chin,1,,1
half,half,F_03_040,i,FullyOpen,,,,Closed,0.0,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,,0
ready,ready,F_03_042,im,Crossed,0.0,0.0,0.0,Closed,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,r,0
bat_1,bat_1,F_03_043,i,FullyOpen,1.0,,,Closed,0.0,SymmetricalOrAlternating,,1,Body,TorsoTop,,1,1,0
cocaine,cocaine,F_03_044,t,,,,,Open,,OneHanded,Curved,1,Head,CheekNose,HeadAway,1,,1
invest,invest,F_03_045,im,Curved,0.0,1.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,BackAndForth,0,Hand,Palm,HandAway,1,B,0
get_through,get_through,F_03_047,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerFront,HandAway,1,5,0
event,event,F_03_049,m,Flat,0.0,,,Open,0.0,SymmetricalOrAlternating,Curved,0,Body,TorsoTop,BodyAway,1,open_8,0
curious,curious,F_03_051,i,Curved,0.0,,,Open,1.0,OneHanded,Circular,1,Body,Neck,,1,,0
fan,fan,F_03_055,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,,1,Hand,FingerTip,,1,1,1
cheese_grater,cheese_grater,F_03_064,imrp,Curved,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Curved,1,Hand,FingerBack,HandAway,1,S,1
bow_1,bow_1,F_03_065,im,FullyClosed,1.0,,1.0,Closed,1.0,SymmetricalOrAlternating,,0,Head,HeadTop,,1,s,0
support_2,support_2,F_03_066,imrp,FullyClosed,0.0,,0.0,Closed,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,s,0
crack,crack,F_03_067,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Z-shaped,0,Hand,Palm,Palm,1,open_b,0
signing_fluently,signing_fluently,F_03_069,imrp,FullyClosed,1.0,,1.0,Closed,1.0,SymmetricalOrAlternating,,0,Neutral,Neutral,Neutral,0,s,0
argue,argue,F_03_072,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,1,0
marionette,marionette,F_03_073,m,Curved,0.0,,,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,1,0
Q_tip,q_tip,F_03_074,i,Bent,0.0,,,Open,1.0,OneHanded,,1,Head,HeadAway,,0,,0
dresser,dresser,F_03_075,imrp,Curved,1.0,1.0,1.0,Open,1.0,SymmetricalOrAlternating,Z-shaped,1,Neutral,Neutral,Neutral,0,curved_5,0
assistant,assistant,F_03_076,t,,,,,Open,,AsymmetricalSameHandshape,Straight,1,Hand,FingerUlnar,,1,a,0
flipflops,flipflops,F_03_077,i,FullyOpen,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Other,,1,5,0
over,over,F_03_079,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalSameHandshape,Curved,0,Hand,FingerRadial,HandAway,0,closed_b,0
ok,ok,F_03_080,imrp,Curved,,0.0,,Open,1.0,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,,0
or,or,F_03_081,i,FullyOpen,0.0,,,Closed,0.0,DominanceViolation,Curved,0,Hand,FingerTip,FingerTip,0,DominanceConditionViolation,0
clueless,clueless,F_03_082,i,Curved,0.0,,,Open,1.0,OneHanded,Straight,1,Head,HeadAway,HeadAway,0,,0
criticize,CANCEL,F_03_083,i,FullyOpen,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,X-shaped,0,Hand,Palm,HandAway,1,B,1
emphasis,emphasis,F_03_086,t,,,,,Open,,AsymmetricalDifferentHandshape,,0,Hand,Palm,,1,B,1
seven,seven,F_03_087,r,Curved,0.0,,,Open,1.0,OneHanded,Straight,0,Neutral,Neutral,,0,,0
sausage,sausage,F_03_088,imrp,Curved,1.0,0.0,0.0,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,o,0
scar_memory,scar_memory,F_03_089,i,Bent,0.0,,,Closed,0.0,OneHanded,Straight,0,Head,HeadAway,HeadAway,0,,0
turban,turban,F_03_090,imrp,Flat,0.0,0.0,0.0,Open,1.0,OneHanded,Circular,1,Head,HeadAway,HeadAway,0,,1
wrap_up,wrap_up,F_03_091,i,Bent,0.0,,,Open,1.0,SymmetricalOrAlternating,Other,1,Neutral,Neutral,Neutral,0,baby_o,1
stamp_2,stamp_2,F_03_093,imrp,FullyClosed,0.0,,0.0,Closed,1.0,AsymmetricalDifferentHandshape,Curved,0,Hand,FingerFront,Heel,1,B,0
take_notes,take_notes,F_03_094,imrp,Curved,0.0,0.0,0.0,Open,1.0,AsymmetricalDifferentHandshape,Z-shaped,0,Hand,FingerFront,Palm,1,B,0
penis,penis,F_03_095,im,Stacked,0.0,,0.0,Open,1.0,OneHanded,Straight,1,Head,CheekNose,,1,,0
badge,badge,F_03_096,i,Curved,0.0,,,Open,0.0,SymmetricalOrAlternating,Straight,1,Body,Clavicle,,1,curved_l,0
closet_1,closet_1,F_03_097,i,Curved,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerBack,FingerTip,1,1,0
ostrich,ostrich,F_03_098,imrp,FullyClosed,0.0,,0.0,Closed,1.0,AsymmetricalDifferentHandshape,Curved,0,Hand,HandAway,HandAway,0,C,0
go_to_jail,go_to_jail,F_03_099,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,BackAndForth,0,Neutral,Neutral,Neutral,1,4,0
child,child,F_03_101,imrp,Flat,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,0
rich,rich,F_03_103,imrp,FullyClosed,1.0,,1.0,Closed,1.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,HandAway,1,C,0
refrigerator,refrigerator,G_01_001,t,,,,,Open,,SymmetricalOrAlternating,Straight,1,Body,BodyAway,BodyAway,0,a,0
spot_something,spot_something,G_01_002,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,,0,Head,Eye,,1,,0
limited,limited,G_01_003,imrp,Flat,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,,0,flat_b,1
soon_1,soon_1,G_01_004,i,Curved,0.0,,,Open,1.0,OneHanded,Straight,1,Head,Chin,,1,,0
blame,blame,G_01_005,imrp,Curved,1.0,1.0,1.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,PalmBack,HandAway,1,B,0
hoe,hoe,G_01_007,imrp,Flat,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Straight,1,Hand,Palm,HandAway,1,flat_b,0
guillotine_1,guillotine_1,G_01_008,imrp,Flat,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,1,Body,BodyAway,BodyAway,0,,1
rocking_chair_2,rocking_chair,G_01_010,im,Curved,0.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,curved_v,0
wash_face_1,wash_face_1,G_01_011,t,,,,,Open,,SymmetricalOrAlternating,Circular,1,Head,CheekNose,CheekNose,1,a,0
escape,escape,G_01_012,i,FullyOpen,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Other,HandAway,1,5,0
pizza_1,pizza_1,G_01_013,i,FullyOpen,0.0,,,Open,0.0,SymmetricalOrAlternating,,1,Neutral,Neutral,,0,l,1
near,near,G_01_014,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Straight,1,Hand,FingerBack,,1,open_b,0
tape,tape,G_01_017,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,DominanceViolation,Straight,0,Hand,FingerBack,HandAway,1,DominanceConditionViolation,0
early,early,G_01_018,m,Flat,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,PalmBack,HandAway,1,B,0
jump_rope,jump_rope,G_01_019,i,Bent,0.0,,,Open,1.0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,baby_o,0
highlighter,highlighter,G_01_020,i,Bent,0.0,,,Open,1.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,FingerFront,1,B,0
two_more,two_more,G_01_021,im,FullyOpen,1.0,1.0,0.0,Closed,0.0,OneHanded,,1,Neutral,Neutral,,0,,0
busted,busted,G_01_022,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,1,5,0
complain,complain,G_01_023,imrp,Curved,0.0,1.0,0.0,Open,0.0,OneHanded,Straight,1,Body,TorsoMid,,1,,0
lungs,lungs,G_01_026,imrp,Curved,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Body,TorsoMid,TorsoMid,1,curved_5,0
